division,state,ALP2PP,party,Total_population,Population_density1,LogPopDens,Persons_who_lived_at_a_different_address_5_years_ago,Persons_aged_under_5_years,Under5%A,Persons_aged_5_to_14_years,5to14%,Persons_aged_15_to_24_years,15to14%,Persons_aged_25_to_64_years,25to64%,Persons_aged_65_years_and_over,65pllus%,Median_age,Total_dependency_ratio3,Elderly_dependency_ratio5,Persons_of_Christian_religion,Christian%,Persons_of_Catholic_religion,Catholic%,Persons_of_Islamic_religion,Muslim%,Persons_of_no_religion,Atheist%,Persons_of_Indigenous_origin,Indiginous%,Persons_born_overseas,Overseas%,Persons_born_overseas_and_resident_in_Australia_since_2000,AusSince2000%,Persons_born_in_non-English_speaking_countries,NonEngBorn%,Persons_born_in_the_United_Kingdom_or_Ireland,UKIreBorn%,Persons_who_speak_English_not_well_or_not_at_all,BadEng%,Persons_speaking_a_language_other_than_English_at_home,OthEngHome%,Couple_families_with_dependent_children,DepChildren%,Couple_families_with_no_children,NoChild%,One_parent_families_with_dependent_children,OneParent%,Lone_person_households,Lone%,Persons_engaged_in_unpaid_child_care7,UnPaidCC%,Families_with_weekly_income_below_$650,Below650%,Families_with_weekly_income_$2000_and_above,Above2000%,Median_weekly_family_income,Individuals_with_weekly_income_below_$1000,IndBelow1000%,Persons_attending_infant/primary_or_secondary_school,Prim/Sec%,Persons_attending_non-government_infant/primary_or_secondary_school,PrivateSchool%,Persons_attending_a_tertiary_education_institution11,Tertiary%,Persons_whose_highest_level_of_schooling_completed_is_Year_10_or_below,Yr10Below%,Persons_with_university_qualifications,Degrees%,Households_with_an_internet_connection,Internet%,Households_with_a_broadband_internet_connection,,Occupied_private_dwellings,Rented_dwellings,Fully_owned_dwellings,Dwellings_being_purchased,Median_monthly_housing_loan_repayment,Median_weekly_rent,Flat_unit_or_apartment_dwellings,Persons_in_non-private_dwellings14,GovtHouse%,Dwellings_with_two_or_more_motor_vehicles,Employed_persons,Employed%,Unemployed_persons,Unemp%,Unemployed_persons_aged_15_to_19_years,Unemp15to24%,Unemployed_persons_aged_45_years_and_over,Unemp45+%,Labour_force20,Labourforce%,Labour_force_aged_45_years_and_over22,LabourForce45+%,Women_in_the_labour_force24,WomenLabour%,Persons_employed_in_agriculture,Ag%,Persons_employed_in_mining,Mine%,Persons_employed_in_manufacturing,Manu%,Persons_employed_in_accommodation_and_food_services,Accomm%,Persons_employed_in_professional_or_managerial_occupations,Prof%,Persons_using_public_transport_to_travel_to_work,
Moore,(WA),40.83,LP/NP,132726,996.3,2.9984,53786,8429,0.0635,20692,0.1559,20836,0.157,72340,0.545,10431,0.0786,35,2.36,8.93,84779,0.6388,32427,0.2443,1153,0.0087,29042,0.2188,799,0.006,49614,0.3738,11301,0.0851,13443,0.1013,28023,0.2111,849,0.0064,11619,0.0875,16184,0.1219,12194,0.0919,3435,0.0259,6806,0.0513,33359,0.2513,4873,0.0367,9754,0.0735,1469,17487,0.1318,23327,0.1758,9143,0.0689,8390,0.0632,31612,0.2382,15888,0.1197,34064,0.2566,24119,0.1817,44449,8299,13185,22016,1343,221,1151,1109,0.0084,29611,70199,0.5289,2354,0.0177,556,0.0042,510,0.0038,72509,0.5463,28285,0.2131,33620,0.2533,355,0.0027,2187,0.0165,5710,0.043,3875,0.0292,21826,0.1644,5294,0.0399
Moreton,(Qld),54.75,ALP,136801,1253.2,3.098,56424,8581,0.0627,16722,0.1222,22480,0.1643,72424,0.5294,16576,0.1212,34,2.27,5.73,83620,0.6113,32636,0.2386,3551,0.026,25583,0.187,1635,0.012,43298,0.3165,11941,0.0873,31304,0.2288,5714,0.0418,6051,0.0442,33916,0.2479,13407,0.098,12564,0.0918,3637,0.0266,10741,0.0785,29421,0.2151,6939,0.0507,8068,0.059,1262,19413,0.1419,18375,0.1343,6472,0.0473,14081,0.1029,31502,0.2303,26276,0.1921,33459,0.2446,24286,0.1775,48412,14974,16421,15447,1361,231,4180,2983,0.0218,23276,65963,0.4822,3325,0.0243,598,0.0044,632,0.0046,69282,0.5064,23601,0.1725,32267,0.2359,158,0.0012,300,0.0022,6345,0.0464,4463,0.0326,23917,0.1748,9582,0.07
Murray,(Vic.),31.74,LP,126146,7.8,0.8921,44481,7927,0.0628,19119,0.1516,14942,0.1185,63502,0.5034,20611,0.1634,39,1.65,3.81,85416,0.6771,34312,0.272,2531,0.0201,23107,0.1832,2831,0.0224,10833,0.0859,1702,0.0135,6442,0.0511,2894,0.0229,1278,0.0101,7661,0.0607,12091,0.0958,13708,0.1087,3618,0.0287,11694,0.0927,27961,0.2217,9607,0.0762,3424,0.0271,1023,12965,0.1028,21419,0.1698,5896,0.0467,3631,0.0288,45217,0.3584,7969,0.0632,23067,0.1829,11660,0.0924,46294,11228,17832,15270,1020,143,3399,3182,0.0252,26349,55257,0.438,3180,0.0252,551,0.0044,905,0.0072,58500,0.4637,24799,0.1966,26532,0.2103,8504,0.0674,70,0.0006,7876,0.0624,3072,0.0244,18564,0.1472,202,0.0016
New_England,(NSW),35.2,Ind,139972,2.4,0.3802,53109,9035,0.0645,20690,0.1478,18440,0.1317,69441,0.4961,22322,0.1595,39,1.69,3.94,110766,0.7913,34791,0.2486,194,0.0014,15531,0.111,9551,0.0682,8158,0.0583,1238,0.0088,3315,0.0237,3024,0.0216,228,0.0016,2714,0.0194,12599,0.09,15200,0.1086,4536,0.0324,14029,0.1002,30275,0.2163,11249,0.0804,3736,0.0267,978,13971,0.0998,23536,0.1681,7104,0.0508,7921,0.0566,58989,0.4214,11318,0.0809,26384,0.1885,13187,0.0942,52227,14422,20968,14796,962,135,3700,7313,0.0522,26428,58562,0.4184,4579,0.0327,791,0.0057,1297,0.0093,63223,0.4517,27866,0.1991,29030,0.2074,8233,0.0588,326,0.0023,4411,0.0315,3930,0.0281,20389,0.1457,268,0.0019
Newcastle,(NSW),65.91,ALP,126340,397,2.5988,47678,7229,0.0572,13915,0.1101,19704,0.156,65079,0.5151,20448,0.1618,37,2.04,4.15,88933,0.7039,33153,0.2624,537,0.0043,20748,0.1642,2788,0.0221,14215,0.1125,2724,0.0216,8331,0.0659,3778,0.0299,1032,0.0082,8315,0.0658,10071,0.0797,12302,0.0974,4047,0.032,15732,0.1245,27350,0.2165,8124,0.0643,5604,0.0444,1120,13472,0.1066,15644,0.1238,4841,0.0383,11291,0.0894,47042,0.3723,16719,0.1323,27480,0.2175,16255,0.1287,50226,17215,16918,14283,1337,193,7445,4987,0.0395,20039,55071,0.4359,4488,0.0355,872,0.0069,978,0.0077,59587,0.4716,19581,0.155,27824,0.2202,391,0.0031,531,0.0042,5417,0.0429,4290,0.034,18727,0.1482,1982,0.0157
North_Sydney,(NSW),44.62,LP/NP,140125,3186.1,3.5033,61906,8304,0.0593,13575,0.0969,17316,0.1236,83127,0.5932,17793,0.127,36,2.53,5.65,82064,0.5856,37615,0.2684,1331,0.0095,29928,0.2136,307,0.0022,48494,0.3461,12021,0.0858,32632,0.2329,8722,0.0622,4234,0.0302,33063,0.236,12964,0.0925,15169,0.1083,2561,0.0183,16492,0.1177,27354,0.1952,3581,0.0256,17349,0.1238,2289,19214,0.1371,16422,0.1172,8777,0.0626,11726,0.0837,18897,0.1349,46632,0.3328,42314,0.302,33427,0.2386,55012,21453,17121,14690,2487,347,27056,5732,0.0409,19454,74475,0.5315,2417,0.0172,224,0.0016,681,0.0049,76890,0.5487,27211,0.1942,36871,0.2631,225,0.0016,160,0.0011,3688,0.0263,3881,0.0277,43868,0.3131,19860,0.1417
O'Connor,(WA),33.45,LP/NP,141416,0.2,-0.699,58907,10083,0.0713,22211,0.1571,16710,0.1182,75776,0.5358,16603,0.1174,36,1.89,5.57,80881,0.5719,24568,0.1737,666,0.0047,37004,0.2617,8030,0.0568,21307,0.1507,3430,0.0243,6181,0.0437,9458,0.0669,427,0.003,6825,0.0483,13600,0.0962,15144,0.1071,3749,0.0265,12367,0.0875,31744,0.2245,8500,0.0601,5486,0.0388,1112,15245,0.1078,22128,0.1565,4230,0.0299,4102,0.029,47378,0.335,9617,0.068,27823,0.1967,14460,0.1023,49516,14928,17207,15368,984,122,2048,10770,0.0762,28769,66815,0.4725,2545,0.018,470,0.0033,755,0.0053,69389,0.4907,28767,0.2034,30081,0.2127,11905,0.0842,5243,0.0371,4257,0.0301,3564,0.0252,22196,0.157,1265,0.0089
Oxley,(Qld),64.13,ALP,125700,828.3,2.9182,55147,10050,0.08,20093,0.1598,18213,0.1449,66851,0.5318,10504,0.0836,33,2.09,8.1,78253,0.6225,29654,0.2359,1272,0.0101,21874,0.174,3554,0.0283,37251,0.2963,6635,0.0528,21451,0.1707,7621,0.0606,4605,0.0366,25688,0.2044,13754,0.1094,10238,0.0814,4566,0.0363,7364,0.0586,30140,0.2398,6479,0.0515,6133,0.0488,1195,15121,0.1203,20902,0.1663,6297,0.0501,6602,0.0525,32870,0.2615,13025,0.1036,27276,0.217,18471,0.1469,41103,13075,10148,16574,1304,207,919,2813,0.0224,22275,57357,0.4563,2945,0.0234,632,0.005,595,0.0047,60300,0.4797,19855,0.158,27794,0.2211,321,0.0026,305,0.0024,9254,0.0736,3118,0.0248,15842,0.126,3924,0.0312
Page,(NSW),52.36,ALP,130961,8.1,0.9085,50461,7471,0.057,18348,0.1401,15899,0.1214,65080,0.4969,24161,0.1845,42,1.62,3.35,95115,0.7263,32874,0.251,99,0.0008,20325,0.1552,5988,0.0457,9557,0.073,999,0.0076,3651,0.0279,3914,0.0299,222,0.0017,2923,0.0223,10955,0.0837,15106,0.1153,4764,0.0364,13922,0.1063,27729,0.2117,11823,0.0903,2868,0.0219,887,11635,0.0888,21088,0.161,6500,0.0496,6208,0.0474,58862,0.4495,9897,0.0756,25961,0.1982,12806,0.0978,50512,14006,20716,13764,1039,162,4997,4591,0.0351,22762,50495,0.3856,4916,0.0375,728,0.0056,1522,0.0116,55369,0.4228,24562,0.1876,25782,0.1969,3689,0.0282,109,0.0008,4458,0.034,3730,0.0285,14670,0.112,286,0.0022
Parkes,(NSW),36.96,LP/NP,150944,0.6,-0.2218,51616,11046,0.0732,23729,0.1572,17481,0.1158,76767,0.5086,21912,0.1452,37,1.66,4.3,121215,0.803,44387,0.2941,243,0.0016,14327,0.0949,19265,0.1276,7469,0.0495,806,0.0053,3444,0.0228,2526,0.0167,325,0.0022,2921,0.0194,13873,0.0919,15690,0.1039,4861,0.0322,14381,0.0953,33143,0.2196,11923,0.079,4276,0.0283,987,14872,0.0985,24611,0.163,6931,0.0459,5347,0.0354,63926,0.4235,9425,0.0624,26462,0.1753,12581,0.0833,54651,16282,21062,14667,1002,118,3042,5638,0.0374,27748,64146,0.425,4508,0.0299,670,0.0044,1211,0.008,68694,0.4551,29645,0.1964,30772,0.2039,12920,0.0856,1548,0.0103,3426,0.0227,3861,0.0256,22798,0.151,496,0.0033
Parramatta,(NSW),56.88,ALP,148272,2637.4,3.4212,58568,10030,0.0676,17871,0.1205,21565,0.1454,81299,0.5483,17522,0.1182,33,2.27,5.87,84259,0.5683,43088,0.2906,11287,0.0761,18950,0.1278,1149,0.0077,64960,0.4381,18069,0.1219,57619,0.3886,3396,0.0229,10514,0.0709,70450,0.4751,14659,0.0989,12126,0.0818,3958,0.0267,13288,0.0896,28759,0.194,8699,0.0587,7285,0.0491,1146,21956,0.1481,19802,0.1336,7288,0.0492,12196,0.0823,35634,0.2403,26448,0.1784,32654,0.2202,22808,0.1538,52119,22305,13459,13868,1687,226,19196,5956,0.0402,18490,64640,0.436,4993,0.0337,601,0.0041,1134,0.0076,69528,0.4689,20978,0.1415,30617,0.2065,84,0.0006,67,0.0005,6938,0.0468,4055,0.0273,21710,0.1464,12556,0.0847
Paterson,(NSW),48.49,LP/NP,119904,18.3,1.2625,45314,7159,0.0597,16784,0.14,13436,0.1121,59827,0.499,22696,0.1893,42,1.57,3.23,89941,0.7501,28686,0.2392,121,0.001,17076,0.1424,3379,0.0282,11186,0.0933,941,0.0078,4088,0.0341,5260,0.0439,216,0.0018,2750,0.0229,10677,0.089,14966,0.1248,3816,0.0318,10900,0.0909,26831,0.2238,10286,0.0858,4013,0.0335,1006,11822,0.0986,18609,0.1552,4252,0.0355,4502,0.0375,53978,0.4502,7942,0.0662,25032,0.2088,12940,0.1079,45130,11580,18521,13193,1276,178,2796,2544,0.0212,21999,46306,0.3862,3673,0.0306,653,0.0054,1061,0.0088,50036,0.4173,20478,0.1708,22940,0.1913,1672,0.0139,732,0.0061,4418,0.0368,4117,0.0343,12397,0.1034,487,0.0041
Pearce,(WA),40.93,LP/NP,124825,8.7,0.9395,55002,9206,0.0738,20838,0.1669,15082,0.1208,66637,0.5338,13044,0.1045,36,1.9,6.27,71535,0.5731,25437,0.2038,850,0.0068,32282,0.2586,2918,0.0234,31331,0.251,4742,0.038,9260,0.0742,16814,0.1347,652,0.0052,7623,0.0611,13649,0.1093,13081,0.1048,3382,0.0271,7505,0.0601,30568,0.2449,6663,0.0534,5722,0.0458,1188,14656,0.1174,21323,0.1708,7244,0.058,4841,0.0388,37611,0.3013,9749,0.0781,27740,0.2222,16157,0.1294,41835,7540,12727,19993,1259,176,358,2717,0.0218,27402,56960,0.4563,2174,0.0174,431,0.0035,538,0.0043,59195,0.4742,23023,0.1844,26650,0.2135,2748,0.022,2215,0.0177,5853,0.0469,2786,0.0223,15788,0.1265,2000,0.016
Perth,(WA),58.85,ALP,130044,1726.3,3.2371,50675,7003,0.0539,13100,0.1007,18710,0.1439,73658,0.5664,17561,0.135,37,2.45,5.26,74453,0.5725,37115,0.2854,2370,0.0182,27541,0.2118,1885,0.0145,43302,0.333,6923,0.0532,27017,0.2078,11193,0.0861,4290,0.033,26702,0.2053,10455,0.0804,13516,0.1039,3427,0.0264,17044,0.1311,25495,0.196,6780,0.0521,7164,0.0551,1226,15809,0.1216,14028,0.1079,5745,0.0442,9913,0.0762,33268,0.2558,20030,0.154,31335,0.241,20613,0.1585,52354,16870,15879,17523,1257,174,9348,6753,0.0519,23065,64860,0.4988,2619,0.0201,361,0.0028,666,0.0051,67390,0.5182,23495,0.1807,30952,0.238,196,0.0015,1962,0.0151,5757,0.0443,4440,0.0341,22261,0.1712,6697,0.0515
Petrie,(Qld),52.05,ALP,116863,784.6,2.8946,52146,7526,0.0644,16207,0.1387,14688,0.1257,60233,0.5154,18202,0.1558,38,1.79,4.12,80385,0.6879,28791,0.2464,320,0.0027,21119,0.1807,2286,0.0196,22933,0.1962,4003,0.0343,8301,0.071,7984,0.0683,552,0.0047,7186,0.0615,10811,0.0925,12443,0.1065,4089,0.035,10748,0.092,27245,0.2331,7662,0.0656,4645,0.0397,1112,13030,0.1115,17336,0.1483,5649,0.0483,4917,0.0421,41105,0.3517,8986,0.0769,26129,0.2236,17293,0.148,43792,13610,14320,14084,1300,202,3983,1637,0.014,21333,51867,0.4438,2823,0.0242,584,0.005,698,0.006,54707,0.4681,20613,0.1764,25513,0.2183,213,0.0018,267,0.0023,6423,0.055,3162,0.0271,12632,0.1081,3111,0.0266
Port_Adelaide,(SA),69.75,ALP,146014,567.6,2.754,46228,8855,0.0606,19287,0.1321,19927,0.1365,77253,0.5291,20704,0.1418,37,1.99,4.69,84905,0.5815,37716,0.2583,1701,0.0116,31892,0.2184,2805,0.0192,37922,0.2597,4617,0.0316,27329,0.1872,8868,0.0607,7446,0.051,35645,0.2441,13183,0.0903,13151,0.0901,5460,0.0374,16066,0.11,31857,0.2182,10974,0.0752,4208,0.0288,1024,15883,0.1088,21581,0.1478,8319,0.057,7361,0.0504,41776,0.2861,9677,0.0663,27642,0.1893,14942,0.1023,56047,16836,16806,19922,1051,151,5539,2688,0.0184,24815,61624,0.422,4166,0.0285,652,0.0045,932,0.0064,65896,0.4513,22193,0.152,30041,0.2057,650,0.0045,226,0.0015,11148,0.0763,3527,0.0242,13921,0.0953,4076,0.0279
Rankin,(Qld),61.74,ALP,150703,1163.6,3.0658,65056,11870,0.0788,24603,0.1633,23813,0.158,80179,0.532,10271,0.0682,31,2.23,10.13,95511,0.6338,32236,0.2139,2685,0.0178,28181,0.187,3566,0.0237,42537,0.2823,8462,0.0562,22352,0.1483,7815,0.0519,3438,0.0228,25093,0.1665,15749,0.1045,12208,0.081,6019,0.0399,8503,0.0564,36111,0.2396,8419,0.0559,5795,0.0385,1138,18985,0.126,25391,0.1685,6120,0.0406,7522,0.0499,44389,0.2945,10958,0.0727,32060,0.2127,22635,0.1502,49471,16346,11521,20214,1222,207,1604,671,0.0045,27536,70093,0.4651,4350,0.0289,899,0.006,805,0.0053,74467,0.4941,25113,0.1666,33958,0.2253,247,0.0016,195,0.0013,10891,0.0723,3784,0.0251,15044,0.0998,4347,0.0288
Reid,(NSW),66.8,ALP,145356,2603.5,3.4156,56821,9333,0.0642,16469,0.1133,21412,0.1473,81315,0.5594,16845,0.1159,34,2.41,6.1,78170,0.5378,44662,0.3073,14991,0.1031,19626,0.135,707,0.0049,64216,0.4418,16200,0.1115,57222,0.3937,3662,0.0252,13849,0.0953,71548,0.4922,14385,0.099,12294,0.0846,3073,0.0211,10559,0.0726,27152,0.1868,7647,0.0526,10233,0.0704,1329,21965,0.1511,18250,0.1256,7913,0.0544,12747,0.0877,30437,0.2094,28982,0.1994,32777,0.2255,24527,0.1687,48646,18000,15275,13544,2009,294,19292,4540,0.0312,18761,64462,0.4435,3992,0.0275,448,0.0031,918,0.0063,68458,0.471,22221,0.1529,31058,0.2137,89,0.0006,45,0.0003,5682,0.0391,4475,0.0308,26497,0.1823,15081,0.1038
Richmond,(NSW),58.87,ALP,126469,45.8,1.6609,51315,6953,0.055,17501,0.1384,13736,0.1086,65396,0.5171,22884,0.1809,42,1.67,3.46,77941,0.6163,28649,0.2265,146,0.0012,27252,0.2155,3084,0.0244,18157,0.1436,2034,0.0161,5876,0.0465,8019,0.0634,253,0.002,4629,0.0366,10628,0.084,14542,0.115,4845,0.0383,12750,0.1008,27367,0.2164,11071,0.0875,3199,0.0253,928,12054,0.0953,19560,0.1547,6596,0.0522,5501,0.0435,48397,0.3827,11986,0.0948,28403,0.2246,15373,0.1216,48511,13150,19830,13434,1250,220,4347,3428,0.0271,22243,49521,0.3916,4037,0.0319,606,0.0048,1365,0.0108,53530,0.4233,23687,0.1873,25326,0.2003,2196,0.0174,137,0.0011,3328,0.0263,5020,0.0397,15176,0.12,469,0.0037
Riverina,(NSW),33.77,LP/NP,143075,2.3,0.3617,52042,10190,0.0712,21774,0.1522,20049,0.1401,70738,0.4944,20310,0.142,36,1.74,4.47,114849,0.8027,49362,0.345,664,0.0046,13967,0.0976,5788,0.0405,10981,0.0767,2020,0.0141,6779,0.0474,2402,0.0168,1106,0.0077,7880,0.0551,13914,0.0972,14124,0.0987,4079,0.0285,13197,0.0922,32641,0.2281,9472,0.0662,4744,0.0332,1081,15583,0.1089,23974,0.1676,7893,0.0552,7753,0.0542,59606,0.4166,10336,0.0722,27147,0.1897,14739,0.103,51540,14497,19383,15657,1085,138,4028,7553,0.0528,27783,65039,0.4546,3547,0.0248,756,0.0053,854,0.006,68577,0.4793,27027,0.1889,30847,0.2156,8725,0.061,262,0.0018,7266,0.0508,4031,0.0282,21133,0.1477,441,0.0031
Robertson,(NSW),50.11,ALP,132008,147.9,2.17,45992,7606,0.0576,17764,0.1346,16001,0.1212,65712,0.4978,24926,0.1888,41,1.63,3.28,94186,0.7135,34057,0.258,285,0.0022,19855,0.1504,2244,0.017,19149,0.1451,2115,0.016,6780,0.0514,8835,0.0669,348,0.0026,5582,0.0423,11832,0.0896,13634,0.1033,4220,0.032,13690,0.1037,29202,0.2212,8356,0.0633,6022,0.0456,1132,14273,0.1081,19959,0.1512,5323,0.0403,5849,0.0443,50118,0.3797,12104,0.0917,29135,0.2207,18449,0.1398,49397,12925,18236,15831,1550,212,4325,2782,0.0211,21399,55017,0.4168,3763,0.0285,728,0.0055,1134,0.0086,58730,0.4449,23967,0.1816,27587,0.209,564,0.0043,137,0.001,4551,0.0345,3559,0.027,17232,0.1305,4689,0.0355
Ryan,(Qld),46.18,LP/NP,139127,318.4,2.503,64380,7816,0.0562,17004,0.1222,28145,0.2023,71796,0.516,14365,0.1033,33,2.55,6.96,88166,0.6337,35282,0.2536,1164,0.0084,29653,0.2131,919,0.0066,32773,0.2356,10014,0.072,16393,0.1178,8813,0.0633,1134,0.0082,14416,0.1036,14355,0.1032,13099,0.0942,2953,0.0212,9684,0.0696,30848,0.2217,4067,0.0292,12678,0.0911,1711,19360,0.1392,19804,0.1423,9059,0.0651,19661,0.1413,22275,0.1601,38573,0.2773,38809,0.2789,28508,0.2049,48882,14414,16144,16983,1562,259,9226,5225,0.0376,25961,73487,0.5282,2918,0.021,749,0.0054,545,0.0039,76414,0.5492,26964,0.1938,36882,0.2651,321,0.0023,747,0.0054,3860,0.0277,4835,0.0348,35149,0.2526,10100,0.0726
Scullin,(Vic.),70.85,ALP,126780,1042.9,3.0182,33310,8249,0.0651,18067,0.1425,19003,0.1499,68633,0.5414,12817,0.1011,35,2.24,6.84,88227,0.6959,45613,0.3598,6745,0.0532,14145,0.1116,856,0.0068,41649,0.3285,4151,0.0327,37761,0.2978,2499,0.0197,8855,0.0698,54444,0.4294,14481,0.1142,9562,0.0754,3361,0.0265,5598,0.0442,27356,0.2158,8159,0.0644,5141,0.0406,1116,17145,0.1352,20338,0.1604,7231,0.057,6896,0.0544,34843,0.2748,10196,0.0804,23464,0.1851,16246,0.1281,40310,6921,16275,15617,1276,199,1722,1265,0.01,24694,56790,0.4479,3577,0.0282,678,0.0053,787,0.0062,60325,0.4758,20481,0.1615,26955,0.2126,268,0.0021,37,0.0003,9990,0.0788,3024,0.0239,12671,0.0999,3574,0.0282
Shortland,(NSW),64.74,ALP,124278,686.4,2.8366,39886,7280,0.0586,17277,0.139,15139,0.1218,61776,0.4971,22795,0.1834,41,1.62,3.37,92916,0.7476,30833,0.2481,218,0.0018,18701,0.1505,2934,0.0236,12109,0.0974,909,0.0073,4846,0.039,5382,0.0433,291,0.0023,3998,0.0322,11483,0.0924,13704,0.1103,4170,0.0336,11693,0.0941,29647,0.2386,10275,0.0827,5115,0.0412,1038,12472,0.1004,19462,0.1566,4461,0.0359,5728,0.0461,56049,0.451,9365,0.0754,26116,0.2101,15996,0.1287,47183,11088,19272,14994,1342,190,1911,1087,0.0087,22206,49721,0.4001,4103,0.033,918,0.0074,1066,0.0086,53814,0.433,20916,0.1683,24927,0.2006,163,0.0013,839,0.0068,5178,0.0417,3239,0.0261,13449,0.1082,971,0.0078
Solomon,(NT),50.19,ALP,91506,373.8,2.5726,42362,7048,0.077,13419,0.1466,13737,0.1501,52600,0.5748,4679,0.0511,32,2.64,14.18,49717,0.5433,21932,0.2397,883,0.0096,22334,0.2441,9420,0.1029,17353,0.1896,2976,0.0325,11098,0.1213,3829,0.0418,1400,0.0153,12463,0.1362,8464,0.0925,7763,0.0848,3200,0.035,7145,0.0781,19409,0.2121,2604,0.0285,5868,0.0641,1498,12010,0.1312,13877,0.1517,3716,0.0406,5183,0.0566,20827,0.2276,11207,0.1225,19332,0.2113,11772,0.1286,30680,13328,4994,11176,1371,200,6807,7277,0.0795,15177,47094,0.5147,1758,0.0192,310,0.0034,446,0.0049,48831,0.5336,15991,0.1748,22415,0.245,338,0.0037,622,0.0068,2151,0.0235,2988,0.0327,15266,0.1668,1783,0.0195
Stirling,(WA),48.71,LP/NP,126185,1609.9,3.2068,49830,7597,0.0602,14057,0.1114,17061,0.1352,68221,0.5406,19263,0.1527,37,2.08,4.43,78000,0.6181,37221,0.295,3306,0.0262,22837,0.181,1704,0.0135,41266,0.327,7184,0.0569,25686,0.2036,10081,0.0799,4387,0.0348,28374,0.2249,10844,0.0859,13011,0.1031,3491,0.0277,16131,0.1278,26002,0.2061,7142,0.0566,7170,0.0568,1196,14729,0.1167,14823,0.1175,6649,0.0527,8668,0.0687,33946,0.269,18194,0.1442,29341,0.2325,18984,0.1504,50659,15952,16414,16150,1283,170,4524,1965,0.0156,24431,60677,0.4809,2320,0.0184,397,0.0031,531,0.0042,62967,0.499,22192,0.1759,29318,0.2323,299,0.0024,1630,0.0129,5133,0.0407,3460,0.0274,20352,0.1613,4318,0.0342
Sturt,(SA),49.06,LP,135287,1604.3,3.2053,44132,6794,0.0502,15149,0.112,18457,0.1364,69800,0.5159,25070,0.1853,41,1.88,3.52,89628,0.6625,40953,0.3027,1286,0.0095,25349,0.1874,829,0.0061,36151,0.2672,5495,0.0406,25434,0.188,8597,0.0635,4076,0.0301,30577,0.226,12525,0.0926,14639,0.1082,3520,0.026,15443,0.1141,29457,0.2177,7829,0.0579,8017,0.0593,1206,17120,0.1265,18908,0.1398,8879,0.0656,9984,0.0738,30951,0.2288,22960,0.1697,31919,0.2359,18429,0.1362,53455,13175,21614,16163,1183,179,6090,3074,0.0227,25443,62192,0.4597,2917,0.0216,555,0.0041,671,0.005,65093,0.4811,26215,0.1938,31352,0.2317,317,0.0023,404,0.003,5727,0.0423,3728,0.0276,24367,0.1801,5262,0.0389
Swan,(WA),49.89,ALP,140126,1197.1,3.0781,63018,7663,0.0547,13727,0.098,24154,0.1724,75165,0.5364,19440,0.1387,35,2.43,5.11,78613,0.561,34270,0.2446,4925,0.0351,29995,0.2141,2839,0.0203,47294,0.3375,12086,0.0863,29419,0.2099,12446,0.0888,3293,0.0235,26979,0.1925,10072,0.0719,14304,0.1021,4005,0.0286,18887,0.1348,25495,0.1819,7479,0.0534,7150,0.051,1184,19169,0.1368,14590,0.1041,6490,0.0463,14442,0.1031,34217,0.2442,22371,0.1596,34024,0.2428,21619,0.1543,56587,21677,15531,16973,1278,177,8716,5450,0.0389,24810,67526,0.4819,3149,0.0225,497,0.0035,712,0.0051,70623,0.504,23371,0.1668,32436,0.2315,233,0.0017,2339,0.0167,6099,0.0435,4800,0.0343,22326,0.1593,7151,0.051
Sydney,(NSW),69.5,ALP,156614,3587.1,3.5547,75206,6362,0.0406,7178,0.0458,27253,0.174,103343,0.6599,12473,0.0796,32,5.02,10.47,63394,0.4048,30268,0.1933,1933,0.0123,38930,0.2486,1899,0.0121,54110,0.3455,18951,0.121,36921,0.2357,9806,0.0626,6122,0.0391,37253,0.2379,6736,0.043,16798,0.1073,2360,0.0151,21655,0.1383,17907,0.1143,4513,0.0288,13046,0.0833,1940,20846,0.1331,7141,0.0456,3204,0.0205,20103,0.1284,18509,0.1182,47188,0.3013,42571,0.2718,33022,0.2108,59529,34115,9159,14228,2306,343,35878,14306,0.0913,10976,79698,0.5089,4211,0.0269,417,0.0027,879,0.0056,83841,0.5353,19620,0.1253,38955,0.2487,123,0.0008,114,0.0007,3604,0.023,7165,0.0457,43240,0.2761,21837,0.1394
Tangney,(WA),41.32,LP/NP,131714,1514.7,3.1803,52426,6778,0.0515,18612,0.1413,21888,0.1662,68827,0.5225,15601,0.1184,37,2.21,5.82,82459,0.626,33331,0.2531,1880,0.0143,25715,0.1952,643,0.0049,47017,0.357,9647,0.0732,27250,0.2069,14244,0.1081,2499,0.019,24476,0.1858,15645,0.1188,12055,0.0915,2847,0.0216,8542,0.0649,30553,0.232,4911,0.0373,11002,0.0835,1571,18677,0.1418,22091,0.1677,7480,0.0568,11479,0.0872,28539,0.2167,23992,0.1822,33853,0.257,23925,0.1816,45185,8004,17944,17771,1400,223,1166,2469,0.0187,28875,66708,0.5065,2052,0.0156,565,0.0043,517,0.0039,68833,0.5226,28997,0.2202,32479,0.2466,296,0.0022,2098,0.0159,5945,0.0451,4082,0.031,26166,0.1987,4932,0.0374
