,tweet_id,tweet_text,time
122,6.42673E+17,#Galaxy Poll Seat of #Canning 2 Party Preferred: LIB 52 ALP 48 #CanningVotes #auspol,09/12/2015 12:16
123,6.42568E+17,@sorceror43 It is for Carson.,09/12/2015 05:20
124,6.42503E+17,#Ipsos Poll USA GOP Presidential Candidate (3 choices only): Trump 40.3 (-8.0) Carson 29.4 (+8.0) Bush 21.9 (-1.6),09/12/2015 01:02
125,6.42503E+17,#Ipsos Poll USA GOP Presidential Candidate: Trump 32.3 (+0.4) Carson 15.2 (+2.2) Bush 9.3 (-3.2),09/12/2015 01:01
126,6.42503E+17,#Ipsos Poll USA DEM Presidential Candidate (3 choices only): Clinton 45.1 (-4.1) Sanders 31.3 (+5.2) Biden 19.4 (-1.3),09/12/2015 01:00
127,6.42503E+17,#Ipsos Poll USA DEM Presidential Candidate: Clinton 39.0 (-6.7) Sanders 30.7 (+6.3) Biden 15.9 (-1.5),09/12/2015 01:00
128,6.20185E+17,@EvansTanya86 I'm only expecting #Morgan to come out tomorrow afternoon.,07/12/2015 10:57
129,5.98026E+17,#Essential Poll Most trusted to handle economy: Hockey 30 (+4) Bowen 22 (-3) Don't know 48 (-1) #auspol,05/12/2015 07:24
130,5.98025E+17,#Essential Poll Hockey: Approve 30 (+3) Disapprove 48 (-3) #auspol,05/12/2015 07:22
131,5.98025E+17,#Essential Poll Shorten: Approve 32 (-1) Disapprove 41 (-1) #auspol,05/12/2015 07:20
132,5.98025E+17,#Essential Poll Preferred PM: Abbott 35 (+3) Shorten 32 (-3) #auspol,05/12/2015 07:20
133,5.98025E+17,#Essential Poll Abbott: Approve 36 (+3) Disapprove 54 (-4) #auspol,05/12/2015 07:19
134,5.98024E+17,#Essential Poll Federal Primary Votes: L/NP 41 (+1) ALP 39 (0) GRN 11 (+1) #auspol,05/12/2015 07:18
135,5.98024E+17,#Essential Poll Federal 2 Party Preferred: L/NP 48 (+1) ALP 52 (-1) #auspol,05/12/2015 07:17
136,5.87262E+17,#Ipsos Poll Best at managing economy: L/NP 41 ALP 32 GRN 3 #auspol,04/12/2015 14:30
